period,NG_Power_Gen,NG_Seasonal_Power_Gen,NG_Commercial_Usage,NG_Vehicle_Fuel_Usage,NG_Delivery_Usage,NG_Industrial_Usage,NG_Residential_Usage,Heating_Days,Cooling_Days,NG_Gross_Withdrawls,EAST_NG_Storage_BCF
2023-09-08,806.0711111111111,17.39463197327593,87.90222222222222,2.8400000000000003,1067.5111111111112,112.42666666666668,58.275555555555556,1.8571428571428572,184.42857142857142,4718.64,775
2023-09-15,806.0711111111111,14.66320998502235,87.90222222222222,2.8400000000000003,1067.5111111111112,112.42666666666668,58.275555555555556,12.428571428571429,113.57142857142857,4718.64,793
2023-09-22,806.0711111111111,10.125179223187514,87.90222222222222,2.8400000000000003,1067.5111111111112,112.42666666666668,58.275555555555556,47.42857142857143,29.142857142857142,4718.64,821
2023-09-29,806.0711111111111,5.587148461352687,87.90222222222222,2.8400000000000003,1067.5111111111112,112.42666666666668,58.275555555555556,93.0,25.571428571428573,4718.64,847
2023-10-06,661.3236212278877,1.0491176995178542,111.40478668054111,2.7513007284079083,978.4932362122787,111.25078043704475,91.7627471383975,20.142857142857142,43.857142857142854,4594.892819979189,874
2023-10-13,661.3236212278877,-3.3869147123708627,111.40478668054111,2.7513007284079083,978.4932362122787,111.25078043704475,91.7627471383975,162.0,12.142857142857142,4594.892819979189,896
2023-10-20,661.3236212278877,-5.4549031812924325,111.40478668054111,2.7513007284079083,978.4932362122787,111.25078043704475,91.7627471383975,204.0,5.428571428571429,4594.892819979189,908
2023-10-27,661.3236212278877,-7.522891650214008,111.40478668054111,2.7513007284079083,978.4932362122787,111.25078043704475,91.7627471383975,149.57142857142858,8.857142857142858,4594.892819979189,925
2023-11-03,627.6711111111111,-9.590880119135578,181.85333333333335,2.8400000000000003,1164.2933333333335,119.29777777777778,232.6177777777778,277.14285714285717,16.285714285714285,4900.906666666667,924
2023-11-10,627.6711111111111,-11.658868588057143,181.85333333333335,2.8400000000000003,1164.2933333333335,119.29777777777778,232.6177777777778,268.0,4.714285714285714,4900.906666666667,931
2023-11-17,627.6711111111111,-13.019745100498445,181.85333333333335,2.8400000000000003,1164.2933333333335,119.29777777777778,232.6177777777778,357.0,6.714285714285714,4900.906666666667,918
2023-11-24,627.6711111111111,-14.12282422554859,181.85333333333335,2.8400000000000003,1164.2933333333335,119.29777777777778,232.6177777777778,378.42857142857144,5.142857142857143,4900.906666666667,915
2023-12-01,572.0915712799168,-15.225903350598733,200.26222684703436,2.7513007284079083,1164.2414151925077,113.65660770031218,275.471383975026,500.57142857142856,2.0,4756.982310093652,876
2023-12-08,572.0915712799168,-16.32898247564888,200.26222684703436,2.7513007284079083,1164.2414151925077,113.65660770031218,275.471383975026,424.42857142857144,3.5714285714285716,4756.982310093652,857
2023-12-15,572.0915712799168,-16.62917492077849,200.26222684703436,2.7513007284079083,1164.2414151925077,113.65660770031218,275.471383975026,442.7142857142857,1.7142857142857142,4756.982310093652,834
2023-12-22,572.0915712799168,-16.214186665391523,200.26222684703436,2.7513007284079083,1164.2414151925077,113.65660770031218,275.471383975026,456.7142857142857,1.0,4756.982310093652,805
